filename,model,train_scores,test_scores,min_test,avg_test,max_test,notes
./data/eig_centrality.csv,AdaBoostClassifier(),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.667 0.333 0.5   0.667 0.5   0.833 0.5   0.333 0.5   0.833],0.3333333333333333,0.5666666666666667,0.8333333333333334,"raw data, has negatives, has zeros"
./data/eig_centrality.csv,GradientBoostingClassifier(),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.667 0.333 0.333 1.    0.333 0.333 0.167 0.5   0.333 0.667],0.16666666666666666,0.4666666666666666,1.0,"raw data, has negatives, has zeros"
./data/eig_centrality.csv,RandomForestClassifier(),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.5   0.5   0.5   0.833 0.333 0.5   0.167 0.5   0.167 0.833],0.16666666666666666,0.4833333333333333,0.8333333333333334,"raw data, has negatives, has zeros"
./data/eig_centrality.csv,DecisionTreeClassifier(),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.667 0.333 0.667 0.5   0.667 0.5   0.167 0.667 0.333 0.833],0.16666666666666666,0.5333333333333332,0.8333333333333334,"raw data, has negatives, has zeros"
./data/eig_centrality.csv,ExtraTreesClassifier(),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.333 0.5   0.667 0.667 0.333 0.667 0.333 0.5   0.333 0.667],0.3333333333333333,0.5,0.6666666666666666,"raw data, has negatives, has zeros"
./data/eig_centrality.csv,SVC(),[0.889 0.926 0.926 0.926 0.926 0.981 0.889 0.907 0.944 0.907],[0.5   0.5   0.667 0.833 0.333 0.667 0.167 0.5   0.333 0.833],0.16666666666666666,0.5333333333333332,0.8333333333333334,"raw data, has negatives, has zeros"
./data/eig_centrality.csv,SGDClassifier(random_state=42),[1.    1.    1.    1.    1.    1.    1.    0.778 1.    1.   ],[0.333 0.333 0.333 0.833 0.333 0.167 0.167 0.333 0.333 0.667],0.16666666666666666,0.38333333333333336,0.8333333333333334,"raw data, has negatives, has zeros"
./data/eig_centrality.csv,AdaBoostClassifier(),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.667 0.333 0.5   0.667 0.5   0.833 0.5   0.333 0.5   0.833],0.3333333333333333,0.5666666666666667,0.8333333333333334,"raw data, has negatives, zeros are removed"
./data/eig_centrality.csv,GradientBoostingClassifier(),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.667 0.333 0.333 1.    0.5   0.667 0.167 0.5   0.333 0.667],0.16666666666666666,0.5166666666666666,1.0,"raw data, has negatives, zeros are removed"
./data/eig_centrality.csv,RandomForestClassifier(),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.5   0.5   0.667 0.667 0.333 0.667 0.167 0.5   0.5   0.833],0.16666666666666666,0.5333333333333333,0.8333333333333334,"raw data, has negatives, zeros are removed"
./data/eig_centrality.csv,DecisionTreeClassifier(),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.667 0.333 0.667 1.    0.5   0.5   0.333 0.833 0.167 0.667],0.16666666666666666,0.5666666666666668,1.0,"raw data, has negatives, zeros are removed"
./data/eig_centrality.csv,ExtraTreesClassifier(),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.5   0.5   0.667 0.833 0.333 0.5   0.    0.333 0.    0.5  ],0.0,0.41666666666666663,0.8333333333333334,"raw data, has negatives, zeros are removed"
./data/eig_centrality.csv,SVC(),[0.889 0.926 0.926 0.926 0.926 0.981 0.889 0.907 0.944 0.907],[0.5   0.5   0.667 0.833 0.333 0.667 0.167 0.5   0.333 0.833],0.16666666666666666,0.5333333333333332,0.8333333333333334,"raw data, has negatives, zeros are removed"
./data/eig_centrality.csv,SGDClassifier(random_state=42),[1.    1.    1.    1.    1.    1.    1.    0.778 1.    1.   ],[0.333 0.333 0.333 0.833 0.333 0.167 0.167 0.333 0.333 0.667],0.16666666666666666,0.38333333333333336,0.8333333333333334,"raw data, has negatives, zeros are removed"
./data/eig_centrality.csv,AdaBoostClassifier(),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.5   0.5   0.5   0.5   0.667 0.333 0.5   0.5   0.333 0.667],0.3333333333333333,0.5,0.6666666666666666,"raw data, no negatives(absolute values only), zeros are removed"
./data/eig_centrality.csv,GradientBoostingClassifier(),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.5   0.333 0.167 0.667 0.333 0.167 0.167 0.333 0.5   0.5  ],0.16666666666666666,0.36666666666666664,0.6666666666666666,"raw data, no negatives(absolute values only), zeros are removed"
./data/eig_centrality.csv,RandomForestClassifier(),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.5   0.333 0.667 0.5   0.5   0.5   0.5   0.5   0.833 0.333],0.3333333333333333,0.5166666666666666,0.8333333333333334,"raw data, no negatives(absolute values only), zeros are removed"
./data/eig_centrality.csv,DecisionTreeClassifier(),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.333 0.333 0.167 0.5   0.5   0.167 0.5   0.5   0.5   0.5  ],0.16666666666666666,0.4,0.5,"raw data, no negatives(absolute values only), zeros are removed"
./data/eig_centrality.csv,ExtraTreesClassifier(),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.333 0.5   0.5   0.5   0.5   0.5   0.333 0.833 0.667 0.5  ],0.3333333333333333,0.5166666666666667,0.8333333333333334,"raw data, no negatives(absolute values only), zeros are removed"
./data/eig_centrality.csv,SVC(),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.667 0.333 0.5   0.833 0.667 0.333 0.333 0.167 0.667 0.667],0.16666666666666666,0.5166666666666667,0.8333333333333334,"raw data, no negatives(absolute values only), zeros are removed"
./data/eig_centrality.csv,SGDClassifier(random_state=42),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.667 0.5   0.5   0.667 0.5   0.333 0.333 0.167 0.5   0.833],0.16666666666666666,0.4999999999999999,0.8333333333333334,"raw data, no negatives(absolute values only), zeros are removed"
./data/60x61.csv,AdaBoostClassifier(),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.833 0.5   1.    0.5   0.667 0.333 0.5   0.333 0.167 0.833],0.16666666666666666,0.5666666666666667,1.0,Dimensionality reduction using elasticnet
./data/60x61.csv,GradientBoostingClassifier(),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.667 0.5   0.5   0.5   0.5   0.667 0.5   0.5   0.833 0.5  ],0.5,0.5666666666666667,0.8333333333333334,Dimensionality reduction using elasticnet
./data/60x61.csv,RandomForestClassifier(),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.833 0.5   0.667 0.667 0.833 0.5   0.5   0.667 0.833 0.833],0.5,0.6833333333333333,0.8333333333333334,Dimensionality reduction using elasticnet
./data/60x61.csv,DecisionTreeClassifier(),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.5   0.667 0.833 0.667 0.333 0.5   0.333 0.333 0.167 0.5  ],0.16666666666666666,0.4833333333333333,0.8333333333333334,Dimensionality reduction using elasticnet
./data/60x61.csv,ExtraTreesClassifier(),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.5   0.667 0.5   0.5   0.833 0.333 0.667 0.833 1.    1.   ],0.3333333333333333,0.6833333333333333,1.0,Dimensionality reduction using elasticnet
./data/60x61.csv,SVC(),[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[1.    1.    1.    0.833 0.833 0.833 0.833 0.833 1.    1.   ],0.8333333333333334,0.9166666666666667,1.0,Dimensionality reduction using elasticnet
./data/60x61.csv,SGDClassifier(random_state=42),[1.  1.  1.  1.  1.  0.5 1.  1.  1.  1. ],[1.    1.    1.    0.833 1.    0.333 0.833 0.833 1.    1.   ],0.3333333333333333,0.8833333333333334,1.0,Dimensionality reduction using elasticnet
